time,poa_direct,poa_sky_diffuse,poa_ground_diffuse,solar_elevation,temp_air,wind_speed,Int,poa_diffuse,poa_global
2015-01-01 00:00:00+00:00,0.0,0.0,0.0,0.0,-2.73,2.26,0,0.0,0.0
2015-01-01 01:00:00+00:00,0.0,0.0,0.0,0.0,-2.87,2.41,0,0.0,0.0
2015-01-01 02:00:00+00:00,0.0,0.0,0.0,0.0,-3.01,2.57,0,0.0,0.0
2015-01-01 03:00:00+00:00,0.0,0.0,0.0,0.0,-3.15,2.72,0,0.0,0.0
2015-01-01 04:00:00+00:00,0.0,0.0,0.0,0.0,-3.36,2.8,0,0.0,0.0
2015-01-01 05:00:00+00:00,0.0,0.0,0.0,0.0,-3.57,2.87,0,0.0,0.0
2015-01-01 06:00:00+00:00,0.0,0.0,0.0,0.0,-3.78,2.95,0,0.0,0.0
2015-01-01 07:00:00+00:00,0.0,0.0,0.0,0.0,-3.9,2.86,0,0.0,0.0
2015-01-01 08:00:00+00:00,0.0,0.0,0.0,0.0,-4.02,2.78,0,0.0,0.0
2015-01-01 09:00:00+00:00,0.0,0.0,0.0,0.0,-4.14,2.69,0,0.0,0.0
2015-01-01 10:00:00+00:00,0.0,0.0,0.0,0.0,-3.91,2.5,0,0.0,0.0
2015-01-01 11:00:00+00:00,0.0,0.0,0.0,0.0,-3.67,2.3,0,0.0,0.0
2015-01-01 12:00:00+00:00,0.0,0.0,0.0,0.0,-3.44,2.11,0,0.0,0.0
2015-01-01 13:00:00+00:00,165.79,45.17,1.52,4.09,-2.48,2.77,0,46.690000000000005,212.48
2015-01-01 14:00:00+00:00,446.25,104.96,6.03,12.82,-1.52,3.43,0,110.99,557.24
2015-01-01 15:00:00+00:00,658.56,123.33,10.13,19.88,-0.56,4.08,0,133.46,792.02
2015-01-01 16:00:00+00:00,794.49,133.2,12.95,24.7,0.55,4.42,0,146.14999999999998,940.64
2015-01-01 17:00:00+00:00,849.87,136.77,14.12,26.74,1.67,4.75,0,150.89000000000001,1000.76
2015-01-01 18:00:00+00:00,825.25,134.27,13.56,25.74,2.78,5.09,0,147.83,973.08
2015-01-01 19:00:00+00:00,717.58,127.15,11.31,21.83,2.63,4.36,0,138.46,856.0400000000001
2015-01-01 20:00:00+00:00,529.6,113.43,7.59,15.47,2.49,3.64,0,121.02000000000001,650.62
2015-01-01 21:00:00+00:00,270.98,80.91,3.02,7.26,2.34,2.91,0,83.92999999999999,354.91
2015-01-01 22:00:00+00:00,0.0,0.0,0.0,0.0,1.45,2.99,0,0.0,0.0
2015-01-01 23:00:00+00:00,0.0,0.0,0.0,0.0,0.57,3.07,0,0.0,0.0
2015-01-02 00:00:00+00:00,0.0,0.0,0.0,0.0,-0.32,3.14,0,0.0,0.0
2015-01-02 01:00:00+00:00,0.0,0.0,0.0,0.0,0.16,3.18,0,0.0,0.0
2015-01-02 02:00:00+00:00,0.0,0.0,0.0,0.0,0.65,3.21,0,0.0,0.0
2015-01-02 03:00:00+00:00,0.0,0.0,0.0,0.0,1.13,3.24,0,0.0,0.0
2015-01-02 04:00:00+00:00,0.0,0.0,0.0,0.0,0.84,3.18,0,0.0,0.0
2015-01-02 05:00:00+00:00,0.0,0.0,0.0,0.0,0.56,3.12,0,0.0,0.0
2015-01-02 06:00:00+00:00,0.0,0.0,0.0,0.0,0.27,3.06,0,0.0,0.0
2015-01-02 07:00:00+00:00,0.0,0.0,0.0,0.0,-0.09,3.01,0,0.0,0.0
2015-01-02 08:00:00+00:00,0.0,0.0,0.0,0.0,-0.44,2.95,0,0.0,0.0
2015-01-02 09:00:00+00:00,0.0,0.0,0.0,0.0,-0.8,2.9,0,0.0,0.0
2015-01-02 10:00:00+00:00,0.0,0.0,0.0,0.0,-0.8,2.74,0,0.0,0.0
2015-01-02 11:00:00+00:00,0.0,0.0,0.0,0.0,-0.79,2.58,0,0.0,0.0
2015-01-02 12:00:00+00:00,0.0,0.0,0.0,0.0,-0.79,2.43,0,0.0,0.0
2015-01-02 13:00:00+00:00,38.2,27.49,0.94,4.08,0.38,3.02,0,28.43,66.63
2015-01-02 14:00:00+00:00,169.87,100.78,4.01,12.83,1.55,3.61,0,104.79,274.66
2015-01-02 15:00:00+00:00,293.08,156.65,7.18,19.91,2.72,4.21,0,163.83,456.90999999999997
2015-01-02 16:00:00+00:00,359.53,195.46,9.34,24.76,3.45,4.16,0,204.8,564.3299999999999
2015-01-02 17:00:00+00:00,406.03,210.5,10.43,26.83,4.18,4.11,0,220.93,626.96
2015-01-02 18:00:00+00:00,795.21,130.01,13.15,25.84,4.91,4.07,0,143.16,938.37
2015-01-02 19:00:00+00:00,687.7,124.21,10.95,21.94,4.64,3.35,0,135.16,822.86
2015-01-02 20:00:00+00:00,418.03,105.42,6.47,15.6,4.36,2.63,0,111.89,529.92
2015-01-02 21:00:00+00:00,262.92,78.52,2.99,7.39,4.09,1.92,0,81.50999999999999,344.43
2015-01-02 22:00:00+00:00,0.0,0.0,0.0,0.0,2.52,2.08,0,0.0,0.0
2015-01-02 23:00:00+00:00,0.0,0.0,0.0,0.0,0.95,2.24,0,0.0,0.0
2015-01-03 00:00:00+00:00,0.0,0.0,0.0,0.0,-0.62,2.4,0,0.0,0.0
2015-01-03 01:00:00+00:00,0.0,0.0,0.0,0.0,-1.16,2.49,0,0.0,0.0
2015-01-03 02:00:00+00:00,0.0,0.0,0.0,0.0,-1.71,2.58,0,0.0,0.0
2015-01-03 03:00:00+00:00,0.0,0.0,0.0,0.0,-2.25,2.68,0,0.0,0.0
2015-01-03 04:00:00+00:00,0.0,0.0,0.0,0.0,-2.31,2.81,0,0.0,0.0
2015-01-03 05:00:00+00:00,0.0,0.0,0.0,0.0,-2.36,2.94,0,0.0,0.0
2015-01-03 06:00:00+00:00,0.0,0.0,0.0,0.0,-2.42,3.08,0,0.0,0.0
2015-01-03 07:00:00+00:00,0.0,0.0,0.0,0.0,-2.56,2.9,0,0.0,0.0
2015-01-03 08:00:00+00:00,0.0,0.0,0.0,0.0,-2.71,2.73,0,0.0,0.0
2015-01-03 09:00:00+00:00,0.0,0.0,0.0,0.0,-2.85,2.55,0,0.0,0.0
2015-01-03 10:00:00+00:00,0.0,0.0,0.0,0.0,-2.29,2.65,0,0.0,0.0
2015-01-03 11:00:00+00:00,0.0,0.0,0.0,0.0,-1.72,2.74,0,0.0,0.0
2015-01-03 12:00:00+00:00,0.0,0.0,0.0,0.0,-1.16,2.84,0,0.0,0.0
2015-01-03 13:00:00+00:00,0.0,1.71,0.06,4.08,-0.69,2.97,0,1.77,1.77
2015-01-03 14:00:00+00:00,17.52,74.4,2.61,12.85,-0.21,3.1,0,77.01,94.53
2015-01-03 15:00:00+00:00,0.0,53.72,1.85,19.95,0.27,3.23,0,55.57,55.57
2015-01-03 16:00:00+00:00,0.0,46.9,1.61,24.82,0.51,3.35,0,48.51,48.51
2015-01-03 17:00:00+00:00,0.0,87.83,3.02,26.91,0.76,3.47,0,90.85,90.85
2015-01-03 18:00:00+00:00,0.0,86.13,2.96,25.95,1.0,3.59,0,89.08999999999999,89.08999999999999
2015-01-03 19:00:00+00:00,0.0,73.34,2.52,22.07,1.42,3.45,0,75.86,75.86
2015-01-03 20:00:00+00:00,0.0,75.89,2.61,15.73,1.83,3.32,0,78.5,78.5
2015-01-03 21:00:00+00:00,0.0,24.73,0.85,7.53,2.25,3.19,0,25.580000000000002,25.580000000000002
2015-01-03 22:00:00+00:00,0.0,0.0,0.0,0.0,2.74,3.03,0,0.0,0.0
2015-01-03 23:00:00+00:00,0.0,0.0,0.0,0.0,3.23,2.88,0,0.0,0.0
2015-01-04 00:00:00+00:00,0.0,0.0,0.0,0.0,3.72,2.73,0,0.0,0.0
2015-01-04 01:00:00+00:00,0.0,0.0,0.0,0.0,3.47,2.96,0,0.0,0.0
2015-01-04 02:00:00+00:00,0.0,0.0,0.0,0.0,3.22,3.18,0,0.0,0.0
2015-01-04 03:00:00+00:00,0.0,0.0,0.0,0.0,2.97,3.41,0,0.0,0.0
2015-01-04 04:00:00+00:00,0.0,0.0,0.0,0.0,3.86,2.69,0,0.0,0.0
2015-01-04 05:00:00+00:00,0.0,0.0,0.0,0.0,4.76,1.96,0,0.0,0.0
2015-01-04 06:00:00+00:00,0.0,0.0,0.0,0.0,5.66,1.24,0,0.0,0.0
2015-01-04 07:00:00+00:00,0.0,0.0,0.0,0.0,6.52,1.68,0,0.0,0.0
2015-01-04 08:00:00+00:00,0.0,0.0,0.0,0.0,7.38,2.11,0,0.0,0.0
2015-01-04 09:00:00+00:00,0.0,0.0,0.0,0.0,8.24,2.55,0,0.0,0.0
2015-01-04 10:00:00+00:00,0.0,0.0,0.0,0.0,9.19,2.73,0,0.0,0.0
2015-01-04 11:00:00+00:00,0.0,0.0,0.0,0.0,10.13,2.91,0,0.0,0.0
2015-01-04 12:00:00+00:00,0.0,0.0,0.0,0.0,11.08,3.09,0,0.0,0.0
2015-01-04 13:00:00+00:00,0.0,1.71,0.06,4.09,11.12,3.07,0,1.77,1.77
2015-01-04 14:00:00+00:00,0.0,12.79,0.44,12.87,11.16,3.04,0,13.229999999999999,13.229999999999999
2015-01-04 15:00:00+00:00,0.0,17.05,0.59,20.0,11.21,3.02,0,17.64,17.64
2015-01-04 16:00:00+00:00,0.0,78.45,2.69,24.89,12.21,3.63,0,81.14,81.14
2015-01-04 17:00:00+00:00,0.0,75.04,2.58,27.01,13.22,4.24,0,77.62,77.62
2015-01-04 18:00:00+00:00,0.0,91.24,3.13,26.07,14.22,4.86,0,94.36999999999999,94.36999999999999
2015-01-04 19:00:00+00:00,0.0,81.01,2.78,22.2,14.21,4.55,0,83.79,83.79
2015-01-04 20:00:00+00:00,0.0,57.13,1.96,15.87,14.2,4.24,0,59.09,59.09
2015-01-04 21:00:00+00:00,3.98,40.04,1.38,7.67,14.19,3.93,0,41.42,45.4
2015-01-04 22:00:00+00:00,0.0,0.0,0.0,0.0,12.4,3.49,0,0.0,0.0
2015-01-04 23:00:00+00:00,0.0,0.0,0.0,0.0,10.62,3.05,0,0.0,0.0
2015-01-05 00:00:00+00:00,0.0,0.0,0.0,0.0,8.83,2.61,0,0.0,0.0
2015-01-05 01:00:00+00:00,0.0,0.0,0.0,0.0,6.9,3.32,0,0.0,0.0
2015-01-05 02:00:00+00:00,0.0,0.0,0.0,0.0,4.97,4.03,0,0.0,0.0
2015-01-05 03:00:00+00:00,0.0,0.0,0.0,0.0,3.04,4.74,0,0.0,0.0
2015-01-05 04:00:00+00:00,0.0,0.0,0.0,0.0,2.47,4.9,0,0.0,0.0
2015-01-05 05:00:00+00:00,0.0,0.0,0.0,0.0,1.91,5.06,0,0.0,0.0
2015-01-05 06:00:00+00:00,0.0,0.0,0.0,0.0,1.34,5.21,0,0.0,0.0
2015-01-05 07:00:00+00:00,0.0,0.0,0.0,0.0,0.67,4.79,0,0.0,0.0
2015-01-05 08:00:00+00:00,0.0,0.0,0.0,0.0,0.01,4.37,0,0.0,0.0
2015-01-05 09:00:00+00:00,0.0,0.0,0.0,0.0,-0.66,3.94,0,0.0,0.0
2015-01-05 10:00:00+00:00,0.0,0.0,0.0,0.0,-1.21,4.74,0,0.0,0.0
2015-01-05 11:00:00+00:00,0.0,0.0,0.0,0.0,-1.76,5.53,0,0.0,0.0
2015-01-05 12:00:00+00:00,0.0,0.0,0.0,0.0,-2.31,6.32,0,0.0,0.0
2015-01-05 13:00:00+00:00,43.99,28.27,0.97,4.1,-1.8,6.78,0,29.24,73.23
2015-01-05 14:00:00+00:00,153.69,99.83,3.92,12.9,-1.28,7.25,0,103.75,257.44
2015-01-05 15:00:00+00:00,480.39,132.53,8.49,20.05,-0.76,7.71,0,141.02,621.41
2015-01-05 16:00:00+00:00,801.28,134.41,13.18,24.97,-1.19,7.46,0,147.59,948.87
2015-01-05 17:00:00+00:00,865.67,138.34,14.5,27.11,-1.63,7.21,0,152.84,1018.51
2015-01-05 18:00:00+00:00,846.66,137.76,14.06,26.19,-2.06,6.97,0,151.82,998.48
2015-01-05 19:00:00+00:00,741.96,130.8,11.83,22.34,-2.6,6.32,0,142.63000000000002,884.59
2015-01-05 20:00:00+00:00,560.59,117.91,8.14,16.02,-3.14,5.67,0,126.05,686.64
2015-01-05 21:00:00+00:00,302.06,88.41,3.46,7.82,-3.68,5.02,0,91.86999999999999,393.93
2015-01-05 22:00:00+00:00,0.0,0.0,0.0,0.0,-4.35,5.0,0,0.0,0.0
2015-01-05 23:00:00+00:00,0.0,0.0,0.0,0.0,-5.02,4.98,0,0.0,0.0
2015-01-06 00:00:00+00:00,0.0,0.0,0.0,0.0,-5.69,4.97,0,0.0,0.0
2015-01-06 01:00:00+00:00,0.0,0.0,0.0,0.0,-5.87,4.37,0,0.0,0.0
2015-01-06 02:00:00+00:00,0.0,0.0,0.0,0.0,-6.04,3.78,0,0.0,0.0
2015-01-06 03:00:00+00:00,0.0,0.0,0.0,0.0,-6.22,3.19,0,0.0,0.0
2015-01-06 04:00:00+00:00,0.0,0.0,0.0,0.0,-6.31,2.84,0,0.0,0.0
2015-01-06 05:00:00+00:00,0.0,0.0,0.0,0.0,-6.39,2.49,0,0.0,0.0
2015-01-06 06:00:00+00:00,0.0,0.0,0.0,0.0,-6.48,2.14,0,0.0,0.0
2015-01-06 07:00:00+00:00,0.0,0.0,0.0,0.0,-6.31,2.07,0,0.0,0.0
2015-01-06 08:00:00+00:00,0.0,0.0,0.0,0.0,-6.14,2.0,0,0.0,0.0
2015-01-06 09:00:00+00:00,0.0,0.0,0.0,0.0,-5.97,1.93,0,0.0,0.0
2015-01-06 10:00:00+00:00,0.0,0.0,0.0,0.0,-5.79,1.44,0,0.0,0.0
2015-01-06 11:00:00+00:00,0.0,0.0,0.0,0.0,-5.61,0.95,0,0.0,0.0
2015-01-06 12:00:00+00:00,0.0,0.0,0.0,0.0,-5.43,0.46,0,0.0,0.0
2015-01-06 13:00:00+00:00,0.0,15.35,0.53,4.12,-5.41,1.29,0,15.879999999999999,15.879999999999999
2015-01-06 14:00:00+00:00,0.0,47.75,1.64,12.94,-5.39,2.12,0,49.39,49.39
2015-01-06 15:00:00+00:00,0.0,55.43,1.9,20.11,-5.36,2.95,0,57.33,57.33
2015-01-06 16:00:00+00:00,0.0,71.63,2.46,25.06,-4.53,2.86,0,74.08999999999999,74.08999999999999
2015-01-06 17:00:00+00:00,0.0,78.45,2.69,27.23,-3.69,2.78,0,81.14,81.14
2015-01-06 18:00:00+00:00,23.14,152.87,5.42,26.33,-2.86,2.69,0,158.29,181.43
2015-01-06 19:00:00+00:00,20.08,129.27,4.57,22.48,-2.68,3.04,0,133.84,153.92000000000002
2015-01-06 20:00:00+00:00,0.0,59.69,2.05,16.17,-2.5,3.39,0,61.739999999999995,61.739999999999995
2015-01-06 21:00:00+00:00,293.42,83.67,3.4,7.97,-2.32,3.74,0,87.07000000000001,380.49
2015-01-06 22:00:00+00:00,0.0,0.0,0.0,0.0,-3.1,3.65,0,0.0,0.0
2015-01-06 23:00:00+00:00,0.0,0.0,0.0,0.0,-3.88,3.55,0,0.0,0.0
2015-01-07 00:00:00+00:00,0.0,0.0,0.0,0.0,-4.67,3.46,0,0.0,0.0
2015-01-07 01:00:00+00:00,0.0,0.0,0.0,0.0,-5.64,3.06,0,0.0,0.0
2015-01-07 02:00:00+00:00,0.0,0.0,0.0,0.0,-6.6,2.65,0,0.0,0.0
2015-01-07 03:00:00+00:00,0.0,0.0,0.0,0.0,-7.57,2.25,0,0.0,0.0
2015-01-07 04:00:00+00:00,0.0,0.0,0.0,0.0,-7.64,2.33,0,0.0,0.0
2015-01-07 05:00:00+00:00,0.0,0.0,0.0,0.0,-7.71,2.4,0,0.0,0.0
2015-01-07 06:00:00+00:00,0.0,0.0,0.0,0.0,-7.78,2.48,0,0.0,0.0
2015-01-07 07:00:00+00:00,0.0,0.0,0.0,0.0,-7.9,2.78,0,0.0,0.0
2015-01-07 08:00:00+00:00,0.0,0.0,0.0,0.0,-8.03,3.08,0,0.0,0.0
2015-01-07 09:00:00+00:00,0.0,0.0,0.0,0.0,-8.15,3.38,0,0.0,0.0
2015-01-07 10:00:00+00:00,0.0,0.0,0.0,0.0,-8.32,3.5,0,0.0,0.0
2015-01-07 11:00:00+00:00,0.0,0.0,0.0,0.0,-8.48,3.63,0,0.0,0.0
2015-01-07 12:00:00+00:00,0.0,0.0,0.0,0.0,-8.65,3.75,0,0.0,0.0
2015-01-07 13:00:00+00:00,173.18,45.99,1.58,4.14,-8.22,5.16,0,47.57,220.75
2015-01-07 14:00:00+00:00,456.99,107.1,6.27,12.98,-7.78,6.57,0,113.36999999999999,570.36
2015-01-07 15:00:00+00:00,0.0,69.92,2.4,20.18,-7.34,7.99,0,72.32000000000001,72.32000000000001
2015-01-07 16:00:00+00:00,2.13,125.72,4.33,25.15,-6.94,8.31,0,130.05,132.18
2015-01-07 17:00:00+00:00,163.7,209.6,8.29,27.34,-6.55,8.64,0,217.89,381.59
2015-01-07 18:00:00+00:00,20.96,148.92,5.27,26.46,-6.15,8.97,0,154.19,175.15
2015-01-07 19:00:00+00:00,290.91,179.86,8.11,22.63,-6.6,8.52,0,187.97000000000003,478.88000000000005
2015-01-07 20:00:00+00:00,570.66,119.36,8.38,16.32,-7.05,8.07,0,127.74,698.4
2015-01-07 21:00:00+00:00,315.3,90.39,3.66,8.13,-7.5,7.63,0,94.05,409.35
2015-01-07 22:00:00+00:00,0.0,0.0,0.0,0.0,-8.57,7.15,0,0.0,0.0
2015-01-07 23:00:00+00:00,0.0,0.0,0.0,0.0,-9.63,6.68,0,0.0,0.0
2015-01-08 00:00:00+00:00,0.0,0.0,0.0,0.0,-10.7,6.21,0,0.0,0.0
2015-01-08 01:00:00+00:00,0.0,0.0,0.0,0.0,-11.44,6.29,0,0.0,0.0
2015-01-08 02:00:00+00:00,0.0,0.0,0.0,0.0,-12.19,6.37,0,0.0,0.0
2015-01-08 03:00:00+00:00,0.0,0.0,0.0,0.0,-12.93,6.46,0,0.0,0.0
2015-01-08 04:00:00+00:00,0.0,0.0,0.0,0.0,-13.26,5.6,0,0.0,0.0
2015-01-08 05:00:00+00:00,0.0,0.0,0.0,0.0,-13.59,4.75,0,0.0,0.0
2015-01-08 06:00:00+00:00,0.0,0.0,0.0,0.0,-13.92,3.9,0,0.0,0.0
2015-01-08 07:00:00+00:00,0.0,0.0,0.0,0.0,-13.98,3.73,0,0.0,0.0
2015-01-08 08:00:00+00:00,0.0,0.0,0.0,0.0,-14.05,3.55,0,0.0,0.0
2015-01-08 09:00:00+00:00,0.0,0.0,0.0,0.0,-14.11,3.38,0,0.0,0.0
2015-01-08 10:00:00+00:00,0.0,0.0,0.0,0.0,-13.93,3.49,0,0.0,0.0
2015-01-08 11:00:00+00:00,0.0,0.0,0.0,0.0,-13.74,3.61,0,0.0,0.0
2015-01-08 12:00:00+00:00,0.0,0.0,0.0,0.0,-13.56,3.72,0,0.0,0.0
2015-01-08 13:00:00+00:00,171.44,47.47,1.61,4.17,-12.89,3.96,0,49.08,220.51999999999998
2015-01-08 14:00:00+00:00,457.52,106.84,6.3,13.03,-12.22,4.2,0,113.14,570.66
2015-01-08 15:00:00+00:00,669.74,126.13,10.51,20.25,-11.55,4.44,0,136.64,806.38
2015-01-08 16:00:00+00:00,808.06,135.59,13.41,25.25,-10.3,4.46,0,149.0,957.06
2015-01-08 17:00:00+00:00,869.21,137.38,14.67,27.47,-9.06,4.48,0,152.04999999999998,1021.26
2015-01-08 18:00:00+00:00,845.37,136.27,14.18,26.61,-7.81,4.5,0,150.45000000000002,995.82
2015-01-08 19:00:00+00:00,391.12,173.41,8.93,22.79,-7.48,4.12,0,182.34,573.46
2015-01-08 20:00:00+00:00,60.96,111.19,4.07,16.48,-7.14,3.74,0,115.25999999999999,176.22
2015-01-08 21:00:00+00:00,108.37,71.17,2.46,8.29,-6.81,3.37,0,73.63,182.0
2015-01-08 22:00:00+00:00,0.0,0.0,0.0,0.0,-7.72,3.04,0,0.0,0.0
2015-01-08 23:00:00+00:00,0.0,0.0,0.0,0.0,-8.62,2.72,0,0.0,0.0
2015-01-09 00:00:00+00:00,0.0,0.0,0.0,0.0,-9.53,2.4,0,0.0,0.0
2015-01-09 01:00:00+00:00,0.0,0.0,0.0,0.0,-9.03,2.97,0,0.0,0.0
2015-01-09 02:00:00+00:00,0.0,0.0,0.0,0.0,-8.52,3.53,0,0.0,0.0
2015-01-09 03:00:00+00:00,0.0,0.0,0.0,0.0,-8.02,4.1,0,0.0,0.0
2015-01-09 04:00:00+00:00,0.0,0.0,0.0,0.0,-7.4,4.58,0,0.0,0.0
2015-01-09 05:00:00+00:00,0.0,0.0,0.0,0.0,-6.78,5.06,0,0.0,0.0
2015-01-09 06:00:00+00:00,0.0,0.0,0.0,0.0,-6.16,5.54,0,0.0,0.0
2015-01-09 07:00:00+00:00,0.0,0.0,0.0,0.0,-5.5,5.49,0,0.0,0.0
2015-01-09 08:00:00+00:00,0.0,0.0,0.0,0.0,-4.85,5.44,0,0.0,0.0
2015-01-09 09:00:00+00:00,0.0,0.0,0.0,0.0,-4.19,5.39,0,0.0,0.0
2015-01-09 10:00:00+00:00,0.0,0.0,0.0,0.0,-3.67,4.25,0,0.0,0.0
2015-01-09 11:00:00+00:00,0.0,0.0,0.0,0.0,-3.15,3.11,0,0.0,0.0
2015-01-09 12:00:00+00:00,0.0,0.0,0.0,0.0,-2.63,1.97,0,0.0,0.0
2015-01-09 13:00:00+00:00,151.33,42.93,1.49,4.21,-2.29,2.38,0,44.42,195.75
2015-01-09 14:00:00+00:00,0.0,51.16,1.76,13.09,-1.95,2.78,0,52.919999999999995,52.919999999999995
2015-01-09 15:00:00+00:00,0.0,74.19,2.55,20.33,-1.61,3.19,0,76.74,76.74
2015-01-09 16:00:00+00:00,0.0,105.74,3.63,25.36,-1.39,4.81,0,109.36999999999999,109.36999999999999
2015-01-09 17:00:00+00:00,53.48,178.22,6.5,27.6,-1.18,6.44,0,184.72,238.2
2015-01-09 18:00:00+00:00,41.57,167.06,6.03,26.76,-0.96,8.07,0,173.09,214.66
2015-01-09 19:00:00+00:00,268.19,183.1,8.05,22.95,-1.61,7.23,0,191.15,459.34000000000003
2015-01-09 20:00:00+00:00,229.41,133.81,5.74,16.65,-2.26,6.4,1,139.55,368.96000000000004
2015-01-09 21:00:00+00:00,316.08,90.15,3.78,8.45,-2.91,5.56,0,93.93,410.01
2015-01-09 22:00:00+00:00,0.0,0.0,0.0,0.0,-4.12,4.75,0,0.0,0.0
2015-01-09 23:00:00+00:00,0.0,0.0,0.0,0.0,-5.33,3.94,0,0.0,0.0
2015-01-10 00:00:00+00:00,0.0,0.0,0.0,0.0,-6.55,3.13,0,0.0,0.0
2015-01-10 01:00:00+00:00,0.0,0.0,0.0,0.0,-6.81,3.17,0,0.0,0.0
2015-01-10 02:00:00+00:00,0.0,0.0,0.0,0.0,-7.06,3.21,0,0.0,0.0
2015-01-10 03:00:00+00:00,0.0,0.0,0.0,0.0,-7.32,3.26,0,0.0,0.0
2015-01-10 04:00:00+00:00,0.0,0.0,0.0,0.0,-8.16,3.78,0,0.0,0.0
2015-01-10 05:00:00+00:00,0.0,0.0,0.0,0.0,-8.99,4.3,0,0.0,0.0
2015-01-10 06:00:00+00:00,0.0,0.0,0.0,0.0,-9.83,4.83,0,0.0,0.0
2015-01-10 07:00:00+00:00,0.0,0.0,0.0,0.0,-10.61,5.1,0,0.0,0.0
2015-01-10 08:00:00+00:00,0.0,0.0,0.0,0.0,-11.4,5.37,0,0.0,0.0
2015-01-10 09:00:00+00:00,0.0,0.0,0.0,0.0,-12.18,5.64,0,0.0,0.0
2015-01-10 10:00:00+00:00,0.0,0.0,0.0,0.0,-12.28,5.6,0,0.0,0.0
2015-01-10 11:00:00+00:00,0.0,0.0,0.0,0.0,-12.39,5.56,0,0.0,0.0
2015-01-10 12:00:00+00:00,0.0,0.0,0.0,0.0,-12.49,5.52,0,0.0,0.0
2015-01-10 13:00:00+00:00,179.29,48.46,1.67,4.25,-11.66,5.26,0,50.13,229.42
2015-01-10 14:00:00+00:00,469.27,109.47,6.5,13.15,-10.83,5.0,0,115.97,585.24
2015-01-10 15:00:00+00:00,686.87,128.67,10.84,20.42,-9.99,4.74,0,139.51,826.38
2015-01-10 16:00:00+00:00,831.29,138.21,13.85,25.47,-8.67,4.35,0,152.06,983.3499999999999
2015-01-10 17:00:00+00:00,893.19,141.55,15.17,27.74,-7.34,3.95,0,156.72,1049.91
2015-01-10 18:00:00+00:00,869.22,140.36,14.67,26.92,-6.02,3.56,0,155.03,1024.25
2015-01-10 19:00:00+00:00,760.93,132.91,12.39,23.12,-5.55,3.38,0,145.3,906.23
2015-01-10 20:00:00+00:00,575.3,119.28,8.61,16.82,-5.08,3.21,0,127.89,703.1899999999999
2015-01-10 21:00:00+00:00,321.68,91.9,3.9,8.62,-4.61,3.03,0,95.80000000000001,417.48
2015-01-10 22:00:00+00:00,0.0,0.0,0.0,0.0,-5.16,2.74,0,0.0,0.0
2015-01-10 23:00:00+00:00,0.0,0.0,0.0,0.0,-5.71,2.45,0,0.0,0.0
2015-01-11 00:00:00+00:00,0.0,0.0,0.0,0.0,-6.27,2.15,0,0.0,0.0
2015-01-11 01:00:00+00:00,0.0,0.0,0.0,0.0,-6.79,2.28,0,0.0,0.0
2015-01-11 02:00:00+00:00,0.0,0.0,0.0,0.0,-7.32,2.41,0,0.0,0.0
2015-01-11 03:00:00+00:00,0.0,0.0,0.0,0.0,-7.84,2.54,0,0.0,0.0
2015-01-11 04:00:00+00:00,0.0,0.0,0.0,0.0,-8.1,2.34,0,0.0,0.0
2015-01-11 05:00:00+00:00,0.0,0.0,0.0,0.0,-8.35,2.15,0,0.0,0.0
2015-01-11 06:00:00+00:00,0.0,0.0,0.0,0.0,-8.6,1.96,0,0.0,0.0
2015-01-11 07:00:00+00:00,0.0,0.0,0.0,0.0,-8.56,1.72,0,0.0,0.0
2015-01-11 08:00:00+00:00,0.0,0.0,0.0,0.0,-8.53,1.49,0,0.0,0.0
2015-01-11 09:00:00+00:00,0.0,0.0,0.0,0.0,-8.49,1.26,0,0.0,0.0
2015-01-11 10:00:00+00:00,0.0,0.0,0.0,0.0,-8.45,1.38,0,0.0,0.0
2015-01-11 11:00:00+00:00,0.0,0.0,0.0,0.0,-8.41,1.51,0,0.0,0.0
2015-01-11 12:00:00+00:00,0.0,0.0,0.0,0.0,-8.37,1.64,0,0.0,0.0
2015-01-11 13:00:00+00:00,0.0,18.76,0.64,4.3,-6.97,1.87,0,19.400000000000002,19.400000000000002
2015-01-11 14:00:00+00:00,30.9,80.63,2.87,13.22,-5.56,2.1,0,83.5,114.4
2015-01-11 15:00:00+00:00,70.87,139.6,5.18,20.52,-4.15,2.33,0,144.78,215.65
2015-01-11 16:00:00+00:00,264.72,203.05,8.85,25.6,-2.12,2.78,0,211.9,476.62
2015-01-11 17:00:00+00:00,850.72,136.44,14.59,27.89,-0.1,3.22,0,151.03,1001.75
2015-01-11 18:00:00+00:00,428.53,207.71,10.75,27.09,1.93,3.67,0,218.46,646.99
2015-01-11 19:00:00+00:00,719.77,127.24,11.86,23.3,1.86,3.15,0,139.1,858.87
2015-01-11 20:00:00+00:00,84.37,119.57,4.48,17.0,1.79,2.64,0,124.05,208.42000000000002
2015-01-11 21:00:00+00:00,39.09,58.08,2.02,8.8,1.72,2.12,0,60.1,99.19
2015-01-11 22:00:00+00:00,0.0,0.0,0.0,0.0,1.0,2.33,0,0.0,0.0
2015-01-11 23:00:00+00:00,0.0,0.0,0.0,0.0,0.28,2.54,0,0.0,0.0
2015-01-12 00:00:00+00:00,0.0,0.0,0.0,0.0,-0.45,2.74,0,0.0,0.0
