,temp_air,ghi,dni,dhi,wind_speed
2021-01-01 00:00:00,-0.22,0.0,-0.0,0.0,2.73
2021-01-01 01:00:00,-0.92,0.0,-0.0,0.0,2.64
2021-01-01 02:00:00,-1.61,0.0,-0.0,0.0,2.56
2021-01-01 03:00:00,-2.31,0.0,-0.0,0.0,2.48
2021-01-01 04:00:00,-3.01,0.0,-0.0,0.0,2.4
2021-01-01 05:00:00,-3.7,0.0,-0.0,0.0,2.32
2021-01-01 06:00:00,-4.4,0.0,-0.0,0.0,2.23
2021-01-01 07:00:00,-5.1,0.0,-0.0,0.0,2.15
2021-01-01 08:00:00,-4.04,0.0,-0.0,0.0,2.55
2021-01-01 09:00:00,-4.27,0.0,-0.0,0.0,2.41
2021-01-01 10:00:00,-4.45,0.0,-0.0,0.0,2.28
2021-01-01 11:00:00,-4.67,0.0,-0.0,0.0,2.0
2021-01-01 12:00:00,-5.03,0.0,-0.0,0.0,1.72
2021-01-01 13:00:00,-5.1,52.0,364.4,26.0,1.52
2021-01-01 14:00:00,-3.38,206.0,685.16,54.0,1.66
2021-01-01 15:00:00,-1.63,346.0,817.58,68.0,2.9
2021-01-01 16:00:00,-0.37,442.0,875.93,76.0,3.24
2021-01-01 17:00:00,0.78,482.0,895.57,79.0,3.38
2021-01-01 18:00:00,1.78,463.0,888.83,77.0,3.66
2021-01-01 19:00:00,2.92,386.0,847.29,71.0,3.86
2021-01-01 20:00:00,3.12,259.0,746.04,60.0,3.79
2021-01-01 21:00:00,2.56,103.0,514.5,38.0,3.03
2021-01-01 22:00:00,1.1,0.0,-0.0,0.0,2.76
2021-01-01 23:00:00,0.32,0.0,-0.0,0.0,2.55
2021-01-02 00:00:00,0.01,0.0,-0.0,0.0,2.55
2021-01-02 01:00:00,-0.09,0.0,-0.0,0.0,2.55
2021-01-02 02:00:00,-0.67,0.0,-0.0,0.0,2.48
2021-01-02 03:00:00,-0.87,0.0,-0.0,0.0,2.34
2021-01-02 04:00:00,-1.11,0.0,-0.0,0.0,2.14
2021-01-02 05:00:00,-1.23,0.0,-0.0,0.0,2.14
2021-01-02 06:00:00,-1.34,0.0,-0.0,0.0,2.0
2021-01-02 07:00:00,-0.99,0.0,-0.0,0.0,2.0
2021-01-02 08:00:00,-1.17,0.0,-0.0,0.0,1.86
2021-01-02 09:00:00,-1.48,0.0,-0.0,0.0,1.86
2021-01-02 10:00:00,-1.56,0.0,-0.0,0.0,1.86
2021-01-02 11:00:00,-1.87,0.0,-0.0,0.0,1.86
2021-01-02 12:00:00,-2.14,0.0,-0.0,0.0,1.79
2021-01-02 13:00:00,-2.24,32.0,84.24,26.0,1.66
2021-01-02 14:00:00,-0.11,137.0,261.23,79.0,1.52
2021-01-02 15:00:00,1.72,245.0,364.11,121.0,2.62
2021-01-02 16:00:00,2.62,319.0,396.42,153.0,2.83
2021-01-02 17:00:00,3.64,356.0,427.69,163.0,3.52
2021-01-02 18:00:00,4.18,449.0,855.71,76.0,3.45
2021-01-02 19:00:00,5.0,374.0,810.83,71.0,2.9
2021-01-02 20:00:00,5.02,221.0,587.62,63.0,2.76
2021-01-02 21:00:00,4.25,102.0,497.59,38.0,1.72
2021-01-02 22:00:00,2.65,0.0,-0.0,0.0,1.79
2021-01-02 23:00:00,1.16,0.0,-0.0,0.0,1.86
2021-01-03 00:00:00,0.16,0.0,-0.0,0.0,1.72
2021-01-03 01:00:00,-0.46,0.0,-0.0,0.0,1.72
2021-01-03 02:00:00,-1.12,0.0,-0.0,0.0,1.66
2021-01-03 03:00:00,-1.68,0.0,-0.0,0.0,1.52
2021-01-03 04:00:00,-2.0,0.0,-0.0,0.0,1.38
2021-01-03 05:00:00,-2.21,0.0,-0.0,0.0,1.24
2021-01-03 06:00:00,-1.73,0.0,-0.0,0.0,1.1
2021-01-03 07:00:00,-2.48,0.0,-0.0,0.0,1.24
2021-01-03 08:00:00,-2.2,0.0,-0.0,0.0,1.59
2021-01-03 09:00:00,-2.49,0.0,-0.0,0.0,1.72
2021-01-03 10:00:00,-2.48,0.0,-0.0,0.0,1.72
2021-01-03 11:00:00,-2.05,0.0,-0.0,0.0,2.0
2021-01-03 12:00:00,-1.27,0.0,-0.0,0.0,2.21
2021-01-03 13:00:00,-0.84,2.0,0.0,2.0,2.48
2021-01-03 14:00:00,-0.3,89.0,26.99,83.0,2.55
2021-01-03 15:00:00,-0.35,63.0,0.0,63.0,2.83
2021-01-03 16:00:00,-0.71,55.0,0.0,55.0,2.69
2021-01-03 17:00:00,-0.39,103.0,0.0,103.0,2.21
2021-01-03 18:00:00,0.09,101.0,0.0,101.0,2.28
2021-01-03 19:00:00,-0.49,86.0,0.0,86.0,2.34
2021-01-03 20:00:00,-0.35,89.0,0.0,89.0,2.55
2021-01-03 21:00:00,0.01,29.0,0.0,29.0,2.55
2021-01-03 22:00:00,0.32,0.0,-0.0,0.0,2.41
2021-01-03 23:00:00,0.65,0.0,-0.0,0.0,2.28
2021-01-04 00:00:00,1.01,0.0,-0.0,0.0,2.28
2021-01-04 01:00:00,1.39,0.0,-0.0,0.0,2.07
2021-01-04 02:00:00,1.76,0.0,-0.0,0.0,1.93
2021-01-04 03:00:00,2.14,0.0,-0.0,0.0,1.93
2021-01-04 04:00:00,2.52,0.0,-0.0,0.0,1.86
2021-01-04 05:00:00,2.85,0.0,-0.0,0.0,1.66
2021-01-04 06:00:00,3.1,0.0,-0.0,0.0,1.66
2021-01-04 07:00:00,2.55,0.0,-0.0,0.0,1.66
2021-01-04 08:00:00,2.86,0.0,-0.0,0.0,1.93
2021-01-04 09:00:00,3.23,0.0,-0.0,0.0,1.93
2021-01-04 10:00:00,3.66,0.0,-0.0,0.0,2.07
2021-01-04 11:00:00,4.36,0.0,-0.0,0.0,2.41
2021-01-04 12:00:00,5.44,0.0,-0.0,0.0,2.9
2021-01-04 13:00:00,6.32,2.0,0.0,2.0,2.83
2021-01-04 14:00:00,7.61,15.0,0.0,15.0,2.9
2021-01-04 15:00:00,8.75,20.0,0.0,20.0,3.31
2021-01-04 16:00:00,10.08,92.0,0.0,92.0,3.66
2021-01-04 17:00:00,11.2,88.0,0.0,88.0,3.72
2021-01-04 18:00:00,12.2,107.0,0.0,107.0,4.07
2021-01-04 19:00:00,10.75,95.0,0.0,95.0,3.52
2021-01-04 20:00:00,11.23,67.0,0.0,67.0,3.31
2021-01-04 21:00:00,10.8,47.0,7.49,46.0,2.69
2021-01-04 22:00:00,10.28,0.0,-0.0,0.0,2.55
2021-01-04 23:00:00,9.92,0.0,-0.0,0.0,2.97
2021-01-05 00:00:00,9.26,0.0,-0.0,0.0,3.86
2021-01-05 01:00:00,7.99,0.0,-0.0,0.0,4.48
2021-01-05 02:00:00,6.49,0.0,-0.0,0.0,4.76
2021-01-05 03:00:00,4.93,0.0,-0.0,0.0,4.97
2021-01-05 04:00:00,3.54,0.0,-0.0,0.0,4.55
2021-01-05 05:00:00,2.76,0.0,-0.0,0.0,4.76
2021-01-05 06:00:00,2.41,0.0,-0.0,0.0,4.97
2021-01-05 07:00:00,2.73,0.0,-0.0,0.0,4.97
2021-01-05 08:00:00,2.3,0.0,-0.0,0.0,4.83
2021-01-05 09:00:00,1.73,0.0,-0.0,0.0,5.03
2021-01-05 10:00:00,1.1,0.0,-0.0,0.0,4.9
2021-01-05 11:00:00,0.34,0.0,-0.0,0.0,4.76
2021-01-05 12:00:00,-0.4,0.0,-0.0,0.0,4.48
2021-01-05 13:00:00,-0.94,33.0,97.89,26.0,4.28
2021-01-05 14:00:00,-1.04,134.0,237.42,81.0,4.69
2021-01-05 15:00:00,-0.75,290.0,597.96,85.0,4.97
2021-01-05 16:00:00,-0.46,450.0,883.59,77.0,5.03
2021-01-05 17:00:00,-0.48,495.0,910.55,80.0,5.1
2021-01-05 18:00:00,-0.39,480.0,908.44,79.0,5.17
2021-01-05 19:00:00,-0.94,404.0,870.91,73.0,5.1
2021-01-05 20:00:00,-1.41,278.0,782.92,62.0,4.83
2021-01-05 21:00:00,-2.11,118.0,566.2,41.0,4.41
2021-01-05 22:00:00,-2.92,0.0,-0.0,0.0,3.59
2021-01-05 23:00:00,-3.52,0.0,-0.0,0.0,3.66
2021-01-06 00:00:00,-4.13,0.0,-0.0,0.0,3.52
2021-01-06 01:00:00,-4.53,0.0,-0.0,0.0,3.45
2021-01-06 02:00:00,-4.82,0.0,-0.0,0.0,3.17
2021-01-06 03:00:00,-5.01,0.0,-0.0,0.0,2.9
2021-01-06 04:00:00,-5.21,0.0,-0.0,0.0,2.69
2021-01-06 05:00:00,-5.43,0.0,-0.0,0.0,2.41
2021-01-06 06:00:00,-5.59,0.0,-0.0,0.0,2.0
2021-01-06 07:00:00,-6.62,0.0,-0.0,0.0,1.52
2021-01-06 08:00:00,-6.38,0.0,-0.0,0.0,1.31
2021-01-06 09:00:00,-6.15,0.0,-0.0,0.0,1.31
2021-01-06 10:00:00,-6.2,0.0,-0.0,0.0,0.83
2021-01-06 11:00:00,-6.42,0.0,-0.0,0.0,0.21
2021-01-06 12:00:00,-6.41,0.0,-0.0,0.0,0.83
2021-01-06 13:00:00,-6.26,18.0,0.0,18.0,1.24
2021-01-06 14:00:00,-5.7,56.0,0.0,56.0,1.79
2021-01-06 15:00:00,-4.93,65.0,0.0,65.0,1.79
2021-01-06 16:00:00,-4.14,84.0,0.0,84.0,1.86
2021-01-06 17:00:00,-3.3,92.0,0.0,92.0,1.86
2021-01-06 18:00:00,-2.57,185.0,24.8,174.0,2.14
2021-01-06 19:00:00,-3.36,156.0,23.54,147.0,2.0
2021-01-06 20:00:00,-2.78,70.0,0.0,70.0,2.69
2021-01-06 21:00:00,-2.87,116.0,548.25,40.0,2.28
2021-01-06 22:00:00,-3.21,0.0,-0.0,0.0,1.66
2021-01-06 23:00:00,-4.01,0.0,-0.0,0.0,2.07
2021-01-07 00:00:00,-4.54,0.0,-0.0,0.0,2.48
2021-01-07 01:00:00,-5.06,0.0,-0.0,0.0,2.41
2021-01-07 02:00:00,-5.52,0.0,-0.0,0.0,2.21
2021-01-07 03:00:00,-5.91,0.0,-0.0,0.0,2.14
2021-01-07 04:00:00,-6.27,0.0,-0.0,0.0,2.34
2021-01-07 05:00:00,-6.57,0.0,-0.0,0.0,2.41
2021-01-07 06:00:00,-6.67,0.0,-0.0,0.0,2.62
2021-01-07 07:00:00,-6.87,0.0,-0.0,0.0,2.41
2021-01-07 08:00:00,-6.82,0.0,-0.0,0.0,2.69
2021-01-07 09:00:00,-7.19,0.0,-0.0,0.0,3.03
2021-01-07 10:00:00,-7.68,0.0,-0.0,0.0,3.31
2021-01-07 11:00:00,-8.17,0.0,-0.0,0.0,3.38
2021-01-07 12:00:00,-8.68,0.0,-0.0,0.0,3.38
2021-01-07 13:00:00,-9.04,54.0,387.64,26.0,3.38
2021-01-07 14:00:00,-8.53,214.0,707.9,55.0,4.9
2021-01-07 15:00:00,-7.73,82.0,0.0,82.0,5.52
2021-01-07 16:00:00,-7.01,148.0,2.35,147.0,5.79
2021-01-07 17:00:00,-6.61,283.0,171.99,204.0,6.07
2021-01-07 18:00:00,-6.22,180.0,22.44,170.0,6.21
2021-01-07 19:00:00,-6.43,277.0,340.42,146.0,5.52
2021-01-07 20:00:00,-6.64,286.0,793.52,63.0,5.17
2021-01-07 21:00:00,-7.26,125.0,587.27,42.0,4.83
2021-01-07 22:00:00,-8.31,0.0,-0.0,0.0,4.34
2021-01-07 23:00:00,-9.35,0.0,-0.0,0.0,4.48
2021-01-08 00:00:00,-10.19,0.0,-0.0,0.0,4.62
2021-01-08 01:00:00,-10.95,0.0,-0.0,0.0,4.69
2021-01-08 02:00:00,-11.59,0.0,-0.0,0.0,4.69
2021-01-08 03:00:00,-11.91,0.0,-0.0,0.0,4.55
2021-01-08 04:00:00,-11.69,0.0,-0.0,0.0,4.41
2021-01-08 05:00:00,-11.74,0.0,-0.0,0.0,4.14
2021-01-08 06:00:00,-11.85,0.0,-0.0,0.0,3.93
2021-01-08 07:00:00,-11.74,0.0,-0.0,0.0,3.59
2021-01-08 08:00:00,-11.77,0.0,-0.0,0.0,3.17
2021-01-08 09:00:00,-11.81,0.0,-0.0,0.0,3.31
2021-01-08 10:00:00,-12.83,0.0,-0.0,0.0,3.31
2021-01-08 11:00:00,-12.08,0.0,-0.0,0.0,3.24
2021-01-08 12:00:00,-13.22,0.0,-0.0,0.0,2.97
2021-01-08 13:00:00,-13.3,55.0,384.84,27.0,2.69
2021-01-08 14:00:00,-12.66,215.0,709.66,55.0,3.45
2021-01-08 15:00:00,-11.67,359.0,834.91,70.0,3.17
2021-01-08 16:00:00,-10.36,458.0,890.81,78.0,3.31
2021-01-08 17:00:00,-9.18,501.0,912.66,80.0,3.1
2021-01-08 18:00:00,-8.15,484.0,904.2,79.0,2.97
2021-01-08 19:00:00,-7.65,305.0,456.96,128.0,2.83
2021-01-08 20:00:00,-7.26,139.0,84.59,115.0,2.62
2021-01-08 21:00:00,-7.33,84.0,201.22,55.0,2.48
2021-01-08 22:00:00,-7.76,0.0,-0.0,0.0,2.28
2021-01-08 23:00:00,-8.25,0.0,-0.0,0.0,2.55
2021-01-09 00:00:00,-8.57,0.0,-0.0,0.0,2.69
2021-01-09 01:00:00,-8.39,0.0,-0.0,0.0,2.55
2021-01-09 02:00:00,-8.18,0.0,-0.0,0.0,3.17
2021-01-09 03:00:00,-7.79,0.0,-0.0,0.0,3.52
2021-01-09 04:00:00,-7.22,0.0,-0.0,0.0,3.66
2021-01-09 05:00:00,-6.82,0.0,-0.0,0.0,3.79
2021-01-09 06:00:00,-6.43,0.0,-0.0,0.0,3.79
2021-01-09 07:00:00,-6.48,0.0,-0.0,0.0,3.24
2021-01-09 08:00:00,-6.08,0.0,-0.0,0.0,3.45
2021-01-09 09:00:00,-5.5,0.0,-0.0,0.0,3.59
2021-01-09 10:00:00,-5.01,0.0,-0.0,0.0,3.72
2021-01-09 11:00:00,-4.78,0.0,-0.0,0.0,3.45
2021-01-09 12:00:00,-4.58,0.0,-0.0,0.0,3.31
2021-01-09 13:00:00,-4.31,51.0,340.64,26.0,3.38
2021-01-09 14:00:00,-3.5,60.0,0.0,60.0,2.55
2021-01-09 15:00:00,-2.06,87.0,0.0,87.0,4.76
2021-01-09 16:00:00,-1.5,124.0,0.0,124.0,5.24
2021-01-09 17:00:00,-0.96,222.0,56.11,196.0,5.79
2021-01-09 18:00:00,-1.0,206.0,44.42,186.0,4.97
2021-01-09 19:00:00,-0.67,275.0,312.85,153.0,4.48
2021-01-09 20:00:00,-0.93,196.0,317.6,105.0,4.07
2021-01-09 21:00:00,-1.86,129.0,585.08,43.0,3.72
2021-01-09 22:00:00,-3.08,0.0,-0.0,0.0,3.31
2021-01-09 23:00:00,-4.01,0.0,-0.0,0.0,3.17
2021-01-10 00:00:00,-4.71,0.0,-0.0,0.0,3.1
2021-01-10 01:00:00,-5.29,0.0,-0.0,0.0,3.17
2021-01-10 02:00:00,-5.89,0.0,-0.0,0.0,3.45
2021-01-10 03:00:00,-6.62,0.0,-0.0,0.0,3.66
2021-01-10 04:00:00,-7.52,0.0,-0.0,0.0,3.45
2021-01-10 05:00:00,-8.51,0.0,-0.0,0.0,3.66
2021-01-10 06:00:00,-9.5,0.0,-0.0,0.0,3.59
2021-01-10 07:00:00,-9.51,0.0,-0.0,0.0,3.66
2021-01-10 08:00:00,-10.42,0.0,-0.0,0.0,3.72
2021-01-10 09:00:00,-11.41,0.0,-0.0,0.0,3.66
2021-01-10 10:00:00,-12.22,0.0,-0.0,0.0,3.45
2021-01-10 11:00:00,-12.84,0.0,-0.0,0.0,3.24
2021-01-10 12:00:00,-13.28,0.0,-0.0,0.0,2.97
2021-01-10 13:00:00,-13.52,57.0,404.68,27.0,2.76
2021-01-10 14:00:00,-12.86,222.0,729.65,56.0,3.1
2021-01-10 15:00:00,-11.57,370.0,856.93,71.0,3.24
2021-01-10 16:00:00,-10.28,473.0,916.06,79.0,2.97
2021-01-10 17:00:00,-8.98,518.0,936.59,82.0,2.62
2021-01-10 18:00:00,-7.79,501.0,927.65,81.0,2.48
2021-01-10 19:00:00,-6.76,423.0,886.21,75.0,2.41
2021-01-10 20:00:00,-6.26,294.0,794.76,64.0,2.41
2021-01-10 21:00:00,-6.29,133.0,593.6,44.0,2.07
2021-01-10 22:00:00,-6.94,0.0,-0.0,0.0,1.31
2021-01-10 23:00:00,-7.79,0.0,-0.0,0.0,1.38
2021-01-11 00:00:00,-8.39,0.0,-0.0,0.0,1.52
2021-01-11 01:00:00,-8.84,0.0,-0.0,0.0,1.38
2021-01-11 02:00:00,-9.31,0.0,-0.0,0.0,1.17
2021-01-11 03:00:00,-9.82,0.0,-0.0,0.0,1.1
2021-01-11 04:00:00,-10.17,0.0,-0.0,0.0,0.97
2021-01-11 05:00:00,-9.69,0.0,-0.0,0.0,0.62
2021-01-11 06:00:00,-9.47,0.0,-0.0,0.0,0.41
2021-01-11 07:00:00,-9.93,0.0,-0.0,0.0,0.9
2021-01-11 08:00:00,-9.94,0.0,-0.0,0.0,0.9
2021-01-11 09:00:00,-9.53,0.0,-0.0,0.0,0.83
2021-01-11 10:00:00,-9.21,0.0,-0.0,0.0,0.83
2021-01-11 11:00:00,-9.2,0.0,-0.0,0.0,0.83
2021-01-11 12:00:00,-9.18,0.0,-0.0,0.0,0.76
2021-01-11 13:00:00,-8.98,22.0,0.0,22.0,0.76
2021-01-11 14:00:00,-6.42,98.0,48.1,87.0,1.17
2021-01-11 15:00:00,-3.9,177.0,88.45,146.0,1.59
2021-01-11 16:00:00,-1.15,302.0,291.65,176.0,2.0
2021-01-11 17:00:00,0.87,498.0,891.42,81.0,2.28
2021-01-11 18:00:00,2.3,367.0,456.81,159.0,2.41
2021-01-11 19:00:00,2.93,405.0,836.93,74.0,2.76
2021-01-11 20:00:00,3.01,153.0,116.3,119.0,2.62
2021-01-11 21:00:00,2.18,69.0,71.92,58.0,2.14
2021-01-11 22:00:00,-0.24,0.0,-0.0,0.0,2.34
2021-01-11 23:00:00,-1.23,0.0,-0.0,0.0,2.14
2021-01-12 00:00:00,-0.81,0.0,-0.0,0.0,2.0
2021-01-12 01:00:00,-0.86,0.0,-0.0,0.0,2.0
2021-01-12 02:00:00,-0.95,0.0,-0.0,0.0,2.0
2021-01-12 03:00:00,-0.56,0.0,-0.0,0.0,2.0
2021-01-12 04:00:00,-0.33,0.0,-0.0,0.0,2.07
2021-01-12 05:00:00,-0.3,0.0,-0.0,0.0,2.14
2021-01-12 06:00:00,-0.41,0.0,-0.0,0.0,1.93
2021-01-12 07:00:00,-0.43,0.0,-0.0,0.0,1.86
2021-01-12 08:00:00,-1.18,0.0,-0.0,0.0,2.07
2021-01-12 09:00:00,-0.93,0.0,-0.0,0.0,2.0
2021-01-12 10:00:00,-0.71,0.0,-0.0,0.0,1.86
2021-01-12 11:00:00,-0.49,0.0,-0.0,0.0,1.86
2021-01-12 12:00:00,-0.27,0.0,-0.0,0.0,1.93
2021-01-12 13:00:00,0.08,5.0,0.0,5.0,1.72
2021-01-12 14:00:00,0.51,21.0,0.0,21.0,1.45
2021-01-12 15:00:00,1.0,42.0,0.0,42.0,1.31
2021-01-12 16:00:00,1.35,51.0,0.0,51.0,1.31
2021-01-12 17:00:00,1.78,106.0,0.0,106.0,1.17
2021-01-12 18:00:00,2.39,50.0,0.0,50.0,0.62
2021-01-12 19:00:00,2.82,150.0,12.55,145.0,0.9
2021-01-12 20:00:00,2.28,63.0,0.0,63.0,1.03
2021-01-12 21:00:00,2.04,49.0,0.0,49.0,1.24
2021-01-12 22:00:00,1.59,0.0,-0.0,0.0,1.59
2021-01-12 23:00:00,1.28,0.0,-0.0,0.0,2.0
2021-01-13 00:00:00,1.32,0.0,-0.0,0.0,2.34
2021-01-13 01:00:00,1.36,0.0,-0.0,0.0,2.62
2021-01-13 02:00:00,1.13,0.0,-0.0,0.0,2.76
2021-01-13 03:00:00,0.75,0.0,-0.0,0.0,3.1
2021-01-13 04:00:00,0.12,0.0,-0.0,0.0,3.38
2021-01-13 05:00:00,-0.9,0.0,-0.0,0.0,3.38
2021-01-13 06:00:00,-1.56,0.0,-0.0,0.0,3.31
2021-01-13 07:00:00,-1.33,0.0,-0.0,0.0,3.66
2021-01-13 08:00:00,-1.99,0.0,-0.0,0.0,3.59
2021-01-13 09:00:00,-2.54,0.0,-0.0,0.0,3.59
2021-01-13 10:00:00,-3.18,0.0,-0.0,0.0,3.66
2021-01-13 11:00:00,-4.02,0.0,-0.0,0.0,3.93
2021-01-13 12:00:00,-5.11,0.0,-0.0,0.0,3.79
2021-01-13 13:00:00,-6.0,58.0,389.57,28.0,3.79
2021-01-13 14:00:00,-6.1,224.0,721.67,57.0,3.86
2021-01-13 15:00:00,-5.53,373.0,853.28,71.0,3.52
2021-01-13 16:00:00,-4.69,477.0,912.4,79.0,3.17
2021-01-13 17:00:00,-3.8,523.0,933.02,82.0,2.9
2021-01-13 18:00:00,-3.07,508.0,926.69,81.0,2.76
2021-01-13 19:00:00,-2.84,313.0,435.99,138.0,2.62
2021-01-13 20:00:00,-2.85,304.0,800.61,65.0,2.34
2021-01-13 21:00:00,-3.27,143.0,615.56,45.0,2.28
2021-01-13 22:00:00,-4.09,0.0,-0.0,0.0,2.0
2021-01-13 23:00:00,-4.79,0.0,-0.0,0.0,2.34
2021-01-14 00:00:00,-5.35,0.0,-0.0,0.0,2.34
2021-01-14 01:00:00,-5.79,0.0,-0.0,0.0,2.21
2021-01-14 02:00:00,-6.16,0.0,-0.0,0.0,1.93
2021-01-14 03:00:00,-6.46,0.0,-0.0,0.0,1.79
2021-01-14 04:00:00,-6.65,0.0,-0.0,0.0,1.66
2021-01-14 05:00:00,-6.77,0.0,-0.0,0.0,1.59
2021-01-14 06:00:00,-6.55,0.0,-0.0,0.0,1.52
2021-01-14 07:00:00,-6.37,0.0,-0.0,0.0,1.45
2021-01-14 08:00:00,-6.26,0.0,-0.0,0.0,1.45
2021-01-14 09:00:00,-6.39,0.0,-0.0,0.0,1.45
2021-01-14 10:00:00,-6.27,0.0,-0.0,0.0,1.38
2021-01-14 11:00:00,-6.18,0.0,-0.0,0.0,1.31
2021-01-14 12:00:00,-6.14,0.0,-0.0,0.0,1.38
2021-01-14 13:00:00,-6.06,53.0,345.35,26.0,1.31
2021-01-14 14:00:00,-5.42,205.0,648.26,54.0,1.24
2021-01-14 15:00:00,-4.27,70.0,0.0,70.0,1.1
2021-01-14 16:00:00,-3.7,136.0,0.0,136.0,0.9
2021-01-14 17:00:00,-3.22,224.0,52.6,199.0,0.62
2021-01-14 18:00:00,-2.81,212.0,45.29,191.0,0.41
2021-01-14 19:00:00,-2.84,178.0,39.56,162.0,0.41
2021-01-14 20:00:00,-2.11,285.0,735.77,63.0,0.34
2021-01-14 21:00:00,-2.19,133.0,547.91,44.0,0.34
2021-01-14 22:00:00,-2.46,0.0,-0.0,0.0,0.62
2021-01-14 23:00:00,-2.72,0.0,-0.0,0.0,0.69
2021-01-15 00:00:00,-2.84,0.0,-0.0,0.0,0.69
2021-01-15 01:00:00,-2.9,0.0,-0.0,0.0,0.76
2021-01-15 02:00:00,-2.95,0.0,-0.0,0.0,0.69
2021-01-15 03:00:00,-3.03,0.0,-0.0,0.0,0.76
2021-01-15 04:00:00,-3.15,0.0,-0.0,0.0,0.76
2021-01-15 05:00:00,-3.15,0.0,-0.0,0.0,0.69
2021-01-15 06:00:00,-3.34,0.0,-0.0,0.0,0.9
2021-01-15 07:00:00,-2.65,0.0,-0.0,0.0,1.45
2021-01-15 08:00:00,-2.47,0.0,-0.0,0.0,1.52
2021-01-15 09:00:00,-2.82,0.0,-0.0,0.0,1.59
2021-01-15 10:00:00,-2.82,0.0,-0.0,0.0,1.72
2021-01-15 11:00:00,-2.88,0.0,-0.0,0.0,1.86
2021-01-15 12:00:00,-3.16,0.0,-0.0,0.0,1.86
2021-01-15 13:00:00,-3.38,57.0,377.53,27.0,1.93
2021-01-15 14:00:00,-2.93,218.0,690.65,56.0,1.93
2021-01-15 15:00:00,-1.92,364.0,821.66,70.0,1.72
2021-01-15 16:00:00,-0.78,466.0,880.17,78.0,1.66
2021-01-15 17:00:00,0.35,510.0,897.62,81.0,1.86
2021-01-15 18:00:00,1.25,494.0,887.26,80.0,1.93
2021-01-15 19:00:00,1.46,420.0,846.37,75.0,1.79
2021-01-15 20:00:00,1.92,297.0,763.93,64.0,1.86
2021-01-15 21:00:00,1.65,141.0,579.24,45.0,1.45
2021-01-15 22:00:00,0.42,0.0,-0.0,0.0,1.72
2021-01-15 23:00:00,-1.18,0.0,-0.0,0.0,1.93
2021-01-16 00:00:00,-2.0,0.0,-0.0,0.0,1.79
2021-01-16 01:00:00,-2.68,0.0,-0.0,0.0,1.86
2021-01-16 02:00:00,-3.2,0.0,-0.0,0.0,1.79
2021-01-16 03:00:00,-3.66,0.0,-0.0,0.0,1.79
2021-01-16 04:00:00,-4.05,0.0,-0.0,0.0,1.79
2021-01-16 05:00:00,-4.26,0.0,-0.0,0.0,1.86
2021-01-16 06:00:00,-4.28,0.0,-0.0,0.0,2.0
2021-01-16 07:00:00,-4.02,0.0,-0.0,0.0,2.0
2021-01-16 08:00:00,-3.78,0.0,-0.0,0.0,2.14
2021-01-16 09:00:00,-3.39,0.0,-0.0,0.0,2.21
2021-01-16 10:00:00,-3.1,0.0,-0.0,0.0,2.34
2021-01-16 11:00:00,-2.56,0.0,-0.0,0.0,2.62
2021-01-16 12:00:00,-2.15,0.0,-0.0,0.0,2.97
2021-01-16 13:00:00,-1.75,56.0,358.67,27.0,3.38
2021-01-16 14:00:00,-0.39,213.0,668.64,55.0,3.24
2021-01-16 15:00:00,0.96,256.0,338.96,134.0,4.34
2021-01-16 16:00:00,1.77,111.0,0.0,111.0,4.97
2021-01-16 17:00:00,2.15,291.0,153.94,217.0,4.9
2021-01-16 18:00:00,2.06,169.0,8.52,165.0,4.76
2021-01-16 19:00:00,2.78,99.0,0.0,99.0,4.48
2021-01-16 20:00:00,2.62,101.0,0.0,101.0,4.14
2021-01-16 21:00:00,1.96,104.0,242.46,63.0,3.86
2021-01-16 22:00:00,0.73,0.0,0.0,0.0,3.86
2021-01-16 23:00:00,-0.65,0.0,-0.0,0.0,4.07
2021-01-17 00:00:00,-1.78,0.0,-0.0,0.0,4.14
2021-01-17 01:00:00,-2.78,0.0,-0.0,0.0,4.07
2021-01-17 02:00:00,-3.56,0.0,-0.0,0.0,3.72
2021-01-17 03:00:00,-4.3,0.0,-0.0,0.0,3.38
2021-01-17 04:00:00,-4.9,0.0,-0.0,0.0,3.03
2021-01-17 05:00:00,-5.37,0.0,-0.0,0.0,2.76
2021-01-17 06:00:00,-5.72,0.0,-0.0,0.0,2.48
2021-01-17 07:00:00,-5.37,0.0,-0.0,0.0,2.21
2021-01-17 08:00:00,-5.61,0.0,-0.0,0.0,1.86
2021-01-17 09:00:00,-5.97,0.0,-0.0,0.0,1.66
2021-01-17 10:00:00,-6.37,0.0,-0.0,0.0,1.45
2021-01-17 11:00:00,-6.61,0.0,-0.0,0.0,1.45
2021-01-17 12:00:00,-6.67,0.0,-0.0,0.0,1.59
2021-01-17 13:00:00,-6.42,58.0,364.3,28.0,1.45
2021-01-17 14:00:00,-4.83,216.0,671.85,56.0,1.17
2021-01-17 15:00:00,-3.28,198.0,118.74,155.0,1.38
2021-01-17 16:00:00,-1.61,247.0,114.39,196.0,1.72
2021-01-17 17:00:00,-0.01,360.0,337.06,197.0,2.07
2021-01-17 18:00:00,1.36,493.0,873.52,80.0,2.69
2021-01-17 19:00:00,1.12,349.0,548.05,122.0,2.83
2021-01-17 20:00:00,1.36,228.0,394.52,105.0,3.17
2021-01-17 21:00:00,0.67,145.0,573.84,46.0,3.1
